value,type,id,key
1800572,gnis,358832628,feature_id
06,gnis,358832628,state_id
Wade Thomas Elementary School,regular,358832628,name
-1,regular,358832652,ele
041,gnis,358832652,county_id
07/20/1998,gnis,358832652,created
1800624,gnis,358832652,feature_id
06,gnis,358832652,state_id
San Rafael Yacht Harbor,regular,358832652,name
dock,regular,358832652,waterway
9,regular,358832681,ele
041,gnis,358832681,county_id
07/20/1998,gnis,358832681,created
1800697,gnis,358832681,feature_id
06,gnis,358832681,state_id
park,regular,358832681,leisure
Martinelli Park,regular,358832681,name
school,regular,358832702,amenity
28,regular,358832702,ele
041,gnis,358832702,county_id
07/20/1998,gnis,358832702,created
1800721,gnis,358832702,feature_id
06,gnis,358832702,state_id
Tomales Elementary School,regular,358832702,name
210,regular,358832725,ele
041,gnis,358832725,county_id
07/20/1998,gnis,358832725,created
1800757,gnis,358832725,feature_id
06,gnis,358832725,state_id
park,regular,358832725,leisure
Lucas Valley Preserve,regular,358832725,name
17,regular,358833172,ele
041,gnis,358833172,county_id
03/15/1999,gnis,358833172,created
1808860,gnis,358833172,feature_id
06,gnis,358833172,state_id
park,regular,358833172,leisure
Arroyo Avichi Park,regular,358833172,name
15,regular,358833201,ele
041,gnis,358833201,county_id
03/15/1999,gnis,358833201,created
1808899,gnis,358833201,feature_id
06,gnis,358833201,state_id
park,regular,358833201,leisure
Olive Park,regular,358833201,name
131,regular,358833220,ele
041,gnis,358833220,county_id
03/15/1999,gnis,358833220,created
1808915,gnis,358833220,feature_id
06,gnis,358833220,state_id
park,regular,358833220,leisure
Verissimo Hills Preserve,regular,358833220,name
597,regular,358833239,ele
041,gnis,358833239,county_id
03/15/1999,gnis,358833239,created
1808967,gnis,358833239,feature_id
06,gnis,358833239,state_id
Twin Knolls,regular,358833239,name
peak,regular,358833239,natural
185,regular,358833261,ele
041,gnis,358833261,county_id
03/15/1999,gnis,358833261,created
1808997,gnis,358833261,feature_id
06,gnis,358833261,state_id
Ring Mountain,regular,358833261,name
peak,regular,358833261,natural
Q7334722,regular,358833261,wikidata
2,regular,358833286,ele
041,gnis,358833286,county_id
03/15/1999,gnis,358833286,created
1809025,gnis,358833286,feature_id
06,gnis,358833286,state_id
park,regular,358833286,leisure
Gabrielson Park,regular,358833286,name
6,regular,358833323,ele
041,gnis,358833323,county_id
03/15/1999,gnis,358833323,created
1809068,gnis,358833323,feature_id
06,gnis,358833323,state_id
park,regular,358833323,leisure
Belvedere Park,regular,358833323,name
Q4884882,regular,358833323,wikidata
school,regular,358851905,amenity
29,regular,358851905,ele
097,gnis,358851905,county_id
07/24/2003,gnis,358851905,created
1989497,gnis,358851905,feature_id
06,gnis,358851905,state_id
Two Rock Union School,regular,358851905,name
Nike Missile Site SF-88,regular,364856957,name
Preserved Nike missile site,regular,364856957,note
museum,regular,364856957,tourism
Q7389918,regular,364856957,wikidata
CA,addr,368166665,state
yes,regular,368166665,building
5,regular,368166665,ele
Marin,gnis,368166665,county_name
1809099,gnis,368166665,feature_id
57871b70-0100-4405-bb30-88b2e001a944,gnis,368166665,import_uuid
no,gnis,368166665,reviewed
Pacific Energy and Resource Center,regular,368166665,name
USGS Geonames,regular,368166665,source
CA,addr,368167660,state
fire_station,regular,368167660,amenity
9,regular,368167660,ele
Sonoma,gnis,368167660,county_name
1799619,gnis,368167660,feature_id
57871b70-0100-4405-bb30-88b2e001a944,gnis,368167660,import_uuid
no,gnis,368167660,reviewed
Fire Station Number 2,regular,368167660,name
USGS Geonames,regular,368167660,source
library,regular,368169949,amenity
Marin County Library,regular,368169949,name
Sonoma,addr,368171643,city
476,addr,368171643,housenumber
95476,addr,368171643,postcode
CA,addr,368171643,state
1st Street East,addr,368171643,street
theatre,regular,368171643,amenity
26,regular,368171643,ele
Sonoma,gnis,368171643,county_name
1799780,gnis,368171643,feature_id
57871b70-0100-4405-bb30-88b2e001a944,gnis,368171643,import_uuid
no,gnis,368171643,reviewed
Sebastiani Theatre,regular,368171643,name
USGS Geonames,regular,368171643,source
http://www.sebastianitheatre.com/,regular,368171643,website
CA,addr,368171952,state
townhall,regular,368171952,amenity
21,regular,368171952,ele
Marin,gnis,368171952,county_name
1800453,gnis,368171952,feature_id
57871b70-0100-4405-bb30-88b2e001a944,gnis,368171952,import_uuid
no,gnis,368171952,reviewed
Mill Valley City Hall,regular,368171952,name
USGS Geonames,regular,368171952,source
CA,addr,368173107,state
yes,regular,368173107,building
26,regular,368173107,ele
Sonoma,gnis,368173107,county_name
1799765,gnis,368173107,feature_id
57871b70-0100-4405-bb30-88b2e001a944,gnis,368173107,import_uuid
no,gnis,368173107,reviewed
Duhring House,regular,368173107,name
USGS Geonames,regular,368173107,source
CA,addr,368173128,state
yes,regular,368173128,building
26,regular,368173128,ele
Sonoma,gnis,368173128,county_name
1799770,gnis,368173128,feature_id
57871b70-0100-4405-bb30-88b2e001a944,gnis,368173128,import_uuid
no,gnis,368173128,reviewed
La Torres House,regular,368173128,name
USGS Geonames,regular,368173128,source
CA,addr,368174178,state
yes,regular,368174178,building
25,regular,368174178,ele
Marin,gnis,368174178,county_name
220409,gnis,368174178,feature_id
57871b70-0100-4405-bb30-88b2e001a944,gnis,368174178,import_uuid
no,gnis,368174178,reviewed
Call Building,regular,368174178,name
USGS Geonames,regular,368174178,source
CA,addr,369162060,state
1,regular,369162060,ele
Marin,gnis,369162060,county_name
01/19/1981,gnis,369162060,created
219018,gnis,369162060,feature_id
Bay,gnis,369162060,feature_type
Belvedere Cove,regular,369162060,name
bay,regular,369162060,natural
geonames.usgs.gov,regular,369162060,source_ref
CA,addr,369162922,state
0,regular,369162922,ele
Marin,gnis,369162922,county_name
01/19/1981,gnis,369162922,created
226451,gnis,369162922,feature_id
Bay,gnis,369162922,feature_type
Keil Cove,regular,369162922,name
bay,regular,369162922,natural
geonames.usgs.gov,regular,369162922,source_ref
CA,addr,369163941,state
-2,regular,369163941,ele
Marin,gnis,369163941,county_name
01/19/1981,gnis,369163941,created
236440,gnis,369163941,feature_id
Bay,gnis,369163941,feature_type
Tomales Bay,regular,369163941,name
bay,regular,369163941,natural
geonames.usgs.gov,regular,369163941,source_ref
Q7818240,regular,369163941,wikidata
CA,addr,369170240,state
aerodrome,regular,369170240,aeroway
2,regular,369170240,ele
Sonoma,gnis,369170240,county_name
03/01/1994,gnis,369170240,created
1653997,gnis,369170240,feature_id
Airport,gnis,369170240,feature_type
Sonoma Valley Airport,regular,369170240,name
geonames.usgs.gov,regular,369170240,source_ref
CA,addr,369172773,state
269,regular,369172773,ele
Marin,gnis,369172773,county_name
07/20/1998,gnis,369172773,created
1800597,gnis,369172773,feature_id
Woods,gnis,369172773,feature_type
Jim Wright Grove,regular,369172773,name
wood,regular,369172773,natural
CA,addr,369174053,state
73,regular,369174053,ele
Marin,gnis,369174053,county_name
11/17/2008,gnis,369174053,created
2512183,gnis,369174053,feature_id
Military,gnis,369174053,feature_type
military,regular,369174053,landuse
Fort Baker Military Reservation,regular,369174053,name
geonames.usgs.gov,regular,369174053,source_ref
tower,regular,372191453,power
tower,regular,372191466,power
tower,regular,372191483,power
tower,regular,372194477,power
tower,regular,372194491,power
tower,regular,372200061,power
tower,regular,372200088,power
turning_circle,regular,372210538,highway
tower,regular,372231550,power
tower,regular,372235546,power
tower,regular,372236578,power
tower,regular,372238457,power
tower,regular,372239664,power
tower,regular,372242452,power
tower,regular,372242468,power
tower,regular,372244721,power
tower,regular,372244741,power
tower,regular,372341618,power
tower,regular,372341630,power
tower,regular,372341643,power
tower,regular,372342854,power
tower,regular,372342872,power
tower,regular,372344212,power
tower,regular,372639376,power
tower,regular,372639399,power
tower,regular,372642529,power
tower,regular,372642575,power
tower,regular,372642623,power
tower,regular,372643911,power
uncontrolled,regular,372655015,crossing
crossing,regular,372655015,highway
USGS Large Scale Imagery,regular,372655015,source
Bing/TIGER 2012,regular,375079928,source
Bing/TIGER 2012,regular,375080514,source
Bing/TIGER 2012,regular,375080803,source
PGS,regular,378649939,source
bench,regular,384172992,amenity
tower,regular,387452695,power
tower,regular,410779108,power
tower,regular,410780425,power
tower,regular,410780435,power
tower,regular,410781026,power
tower,regular,410781042,power
turning_circle,regular,411200626,highway
Yahoo,regular,411200626,source
turning_circle,regular,411873900,highway
turning_circle,regular,414900046,highway
turning_circle,regular,414921965,highway
turning_circle,regular,419936238,highway
turning_circle,regular,419999194,highway
turning_circle,regular,419999797,highway
turning_circle,regular,420431665,highway
turning_circle,regular,420433383,highway
turning_circle,regular,420433489,highway
turning_circle,regular,443232076,highway
hump,regular,460514088,traffic_calming
toilets,regular,487438582,amenity
TOILETS,regular,487438582,designation
no,regular,487438582,fee
Restroom,regular,487438582,operator
quarry,regular,585365843,landuse
mine,regular,585365843,man_made
Sonoma Rock Quarry,regular,585365843,name
"Record <a href=""http://tin.er.usgs.gov/mineplant/show.php?labno=813"">813</a> of the <a href=""http://tin.er.usgs.gov/mineplant/"">Active mines and mineral plants in the US</a>",regular,585365843,note
uncontrolled,regular,618576982,crossing
crossing,regular,618576982,highway
Bing,regular,618576982,source
drinking_water,regular,669137725,amenity
drinking_water,regular,705251918,amenity
yes,drinking_water,705251918,bottle
3,regular,705251986,name
camp_site,regular,705251986,tourism
turning_circle,regular,734780008,highway
USGS Large Scale Imagery,regular,734780008,source
1010,addr,825694360,housenumber
Court Street,addr,825694360,street
ice_cream,regular,825694360,amenity
ice_cream,regular,825694360,cuisine
Cold Stone Creamery,regular,825694360,name
bank,regular,825694399,amenity
First Republic Bank,regular,825694399,name
Goodwill,regular,825694451,name
used_goods,regular,825694451,shop
fuel,regular,825783100,amenity
Hawk Camp,regular,843202927,name
camp_site,regular,843202927,tourism
turning_circle,regular,1024385811,highway
yes,regular,1024387521,access
parking,regular,1024387521,amenity
45,regular,1024387521,capacity
4,capacity,1024387521,disabled
yes,regular,1024387521,fee
surface,regular,1024387521,parking
excellent,regular,1024387521,smoothness
asphalt,regular,1024387521,surface
traffic_signals,regular,1024390815,highway
yes,regular,1024392569,ford
traffic_signals,regular,1031699682,highway
restaurant,regular,1044139742,amenity
Cheesecake Factory,regular,1044139742,name
yes,regular,1044317087,bicycle
crossing,regular,1044317087,highway
traffic_signals,regular,1050359161,highway
signal,regular,1050359161,traffic_signals
Barnes and Noble,regular,1050359196,name
books,regular,1050359196,shop
restaurant,regular,1050359240,amenity
burger,regular,1050359240,cuisine
The Counter,regular,1050359240,name
restaurant,regular,1050392660,amenity
Max's Cafe,regular,1050392660,name
turning_circle,regular,1050438304,highway
turning_circle,regular,1053318021,highway
The Home Depot,regular,1053513826,name
The Home Depot,regular,1053513826,operator
doityourself,regular,1053513826,shop
pub,regular,1053548356,amenity
Silver Peso,regular,1053548356,name
Kohl's,regular,1053609171,name
Kohl's,regular,1053609171,operator
department_store,regular,1053609171,shop
turning_circle,regular,1057872504,highway
rocks,regular,1064443804,barrier
turning_circle,regular,1075505292,highway
turning_circle,regular,1076018291,highway
USGS Large Scale Imagery,regular,1076018291,source
turning_circle,regular,1076018313,highway
turning_circle,regular,1076263537,highway
Radioshack,regular,1076394646,name
computer,regular,1076394646,shop
fast_food,regular,1076417315,amenity
Denny's,regular,1076417315,name
fast_food,regular,1076446319,amenity
chinese,regular,1076446319,cuisine
Jenny Low's,regular,1076446319,name
Toscano Kitchen,regular,1096012472,name
museum,regular,1096012472,tourism
turning_circle,regular,1152416951,highway
crossing,regular,1194308357,highway
Mill Valley,addr,1211580251,city
US,addr,1211580251,country
2 El Paseo Lane,addr,1211580251,full
2,addr,1211580251,housenumber
CA,addr,1211580251,state
El Paseo Lane,addr,1211580251,street
viewpoint,regular,1243946581,tourism
tower,regular,1244037802,power
tower,regular,1244037830,power
turning_circle,regular,1280830626,highway
turning_circle,regular,1280830825,highway
no,regular,1282296137,access
gate,regular,1282296137,barrier
Temporary closure Highway 1,regular,1282296137,note
entrance,regular,1304226187,barrier
yes,regular,1304226187,bicycle
yes,regular,1304226187,foot
yes,regular,1304226187,motorcar
yes,regular,1304226187,motorcycle
memorial,regular,1348843826,historic
Sitting Bull Rock and memorial,regular,1348843826,name
"""Sitting Bull Rock"" seems official but name of memorial uncertain",regular,1348843826,note
parking_aisle,regular,1358911604,service
parking_aisle,regular,1358911623,service
monitoring_station,regular,1381066840,man_made
yes,monitoring,1381066840,weather
no,regular,1401469349,service:bicycle:cleaning
no,regular,1401469349,service:bicycle:diy
yes,regular,1401469349,service:bicycle:rental
no,regular,1401469349,service:bicycle:repair
no,regular,1401469349,service:bicycle:retail
no,regular,1401469349,service:bicycle:second_hand
bicycle,regular,1401469349,shop
CORTE MADERA C A ROSS CA,regular,1410449362,description
monitoring_station,regular,1410449362,man_made
yes,monitoring,1410449362,water_level
USGS,regular,1410449362,operator
osmfetch:usgs_waterdata,regular,1410449362,source
11460000,source,1410449362,pkey
http://waterdata.usgs.gov/nwis/,source,1410449362,website
http://waterdata.usgs.gov/nwis/inventory/?site_no=11460000,regular,1410449362,website
Cowgirl Creamery,regular,1437562644,name
cheese,regular,1437562644,shop
parking,regular,1438451145,amenity
surface,regular,1438451145,parking
restaurant,regular,1438451157,amenity
fish_and_chips,regular,1438451157,cuisine
Island Style Deli,regular,1438451157,name
El Paso Mexican bakery,regular,1440595704,name
bakery,regular,1440595704,shop
restaurant,regular,1440595742,amenity
japanese,regular,1440595742,cuisine
Nagomi,regular,1440595742,name
no,regular,1440595742,wheelchair
dentist,regular,1440595937,amenity
Jim Boagio,regular,1440595978,access
memorial,regular,1440595978,historic
Jim Boggio,regular,1440595978,name
fuel,regular,1440596919,amenity
USA Gasoline,regular,1440596919,name
Apple Valley Plaza,addr,1543286974,housename
8492,addr,1543286974,housenumber
94931,addr,1543286974,postcode
Gravenstein Hwy,addr,1543286974,street
restaurant,regular,1543286974,amenity
thai,regular,1543286974,cuisine
Lynn's Thai Restaurant,regular,1543286974,name
bench,regular,1583836968,amenity
turning_circle,regular,1621242943,highway
turning_circle,regular,1623346067,highway
turning_circle,regular,1626501218,highway
public,regular,1640118981,access
gate,regular,1640118981,barrier
bank,regular,1640374731,amenity
yes,regular,1640374731,atm
Redwood Credit Union,regular,1640374731,name
local_knowledge,regular,1640374731,source
bench,regular,1640468721,amenity
301,addr,1746207964,housenumber
Bon Air Center,addr,1746207964,street
fast_food,regular,1746207964,amenity
Jamba Juice,regular,1746207964,name
479,addr,1746295993,housenumber
94939,addr,1746295993,postcode
Magnolia Ave,addr,1746295993,street
Salon 4,regular,1746295993,name
hairdresser,regular,1746295993,shop
Petaluma,addr,1747982704,city
2020,addr,1747982704,housenumber
Petaluma Boulevard North,addr,1747982704,street
Petaluma Village Premium Outlets,regular,1747982704,name
mall,regular,1747982704,shop
premiumoutlets.com,regular,1747982704,website
Big 5 Sporting Goods,regular,1751860578,name
sports,regular,1751860578,shop
1820,addr,1753372863,housenumber
4th Street,addr,1753372863,street
Acme Bikes,regular,1753372863,name
bicycle,regular,1753372863,shop
1522,addr,1753501263,housenumber
4th Street,addr,1753501263,street
Salon De Cota,regular,1753501263,name
hairdresser,regular,1753501263,shop
restaurant,regular,1779649414,amenity
Woodland Market,regular,1779680166,name
supermarket,regular,1779680166,shop
yes,regular,1779680166,wheelchair
no,regular,1787577631,access
gate,regular,1787577631,barrier
stile,regular,1808327640,barrier
toilets,regular,1809178083,amenity
chemical,toilets,1809178083,disposal
gate,regular,1822171270,barrier
traffic_signals,regular,1834838144,highway
Bing,regular,1834838144,source
uncontrolled,regular,1834838274,crossing
crossing,regular,1834838274,highway
Bing,regular,1834838274,source
turning_circle,regular,1900719912,highway
car_repair,regular,1901843090,shop
tower,regular,1921409084,power
tower,regular,1921409096,power
tower,regular,1921409109,power
tower,regular,1921409119,power
tower,regular,1921409131,power
tower,regular,1935747530,power
tower,regular,1935747569,power
tower,regular,1935747589,power
tower,regular,1935747611,power
tower,regular,1935747658,power
tower,regular,1935747704,power
tower,regular,1935747746,power
tower,regular,1935747760,power
tower,regular,1935747800,power
tower,regular,1935747843,power
pole,regular,1935747920,power
tower,regular,1935747965,power
tower,regular,1935748028,power
tower,regular,1935748068,power
tower,regular,1935748137,power
tower,regular,1935748210,power
fire_station,regular,1937572631,amenity
Ross Valley Fire District (Station 20),regular,1937572631,name
police,regular,1937574871,amenity
Fairfax Police Dept.,regular,1937574871,name
gate,regular,1937596089,barrier
3,addr,1937603683,housenumber
94960,addr,1937603683,postcode
Tunstead Ave.,addr,1937603683,street
bank,regular,1937603683,amenity
yes,regular,1937603683,atm
Wells Fargo,regular,1937603683,name
Mo-Fr 21:00-06:00; Sa 21:00-18:00,regular,1937603683,opening_hours
fuel,regular,1937621687,amenity
Shell,regular,1937621687,brand
Shell Gasoline,regular,1937621687,name
turning_circle,regular,1958432764,highway
turning_circle,regular,1958543064,highway
traffic_signals,regular,1972648755,highway
Bing,regular,1972648755,source
level_crossing,regular,1972648843,railway
cattle_grid,regular,1999039653,barrier
Gerstle Park Inn,regular,2108391085,name
survey,regular,2108391085,source
hotel,regular,2108391085,tourism
http://www.gerstleparkinn.com/,regular,2108391085,website
46891f31a450,noaa,2113145787,geohash
fae30fb6,noaa,2113145787,lnam
b3582b03dd08de033b9b228a4f12a8b51d12b07f,noaa,2113145787,taghash
yellow,regular,2113145787,seamark:buoy_special_purpose:colour
conical,regular,2113145787,seamark:buoy_special_purpose:shape
A,seamark,2113145787,name
private,seamark,2113145787,status
buoy_special_purpose,seamark,2113145787,type
drinking_water,regular,2136092008,amenity
Water Fountain,regular,2136092008,name
drinking_water,regular,2158447227,amenity
no,regular,2158447227,covered
Acqua Hotel Mill Valley,regular,2206234691,name
hotel,regular,2206234691,tourism
traffic_signals,regular,2206234702,crossing
crossing,regular,2206234702,highway
USGS Large Scale Imagery,regular,2206234702,source
yes,regular,2206234732,bus
stop_position,regular,2206234732,public_transport
yes,regular,2207370578,bicycle
yes,regular,2207370578,hiking
map,regular,2207370578,information
site,regular,2207370578,map_size
information,regular,2207370578,tourism
yes,regular,2207371056,bicycle
yes,regular,2207371056,hiking
yes,regular,2207371056,horse
guidepost,regular,2207371056,information
information,regular,2207371056,tourism
yes,regular,2233227033,bench
bus_stop,regular,2233227033,highway
yes,regular,2233227033,shelter
Bing,regular,2233227033,source
Food Mart,regular,2253307419,name
convenience,regular,2253307419,shop
level_crossing,regular,2253307524,railway
fuel,regular,2253307661,amenity
Shell,regular,2253307661,name
uncontrolled,regular,2265356049,crossing
crossing,regular,2265356049,highway
Bing,regular,2265356049,source
stop,regular,2302020533,highway
waste_basket,regular,2338396143,amenity
drinking_water,regular,2351681882,amenity
Manzanita Park and Ride,regular,2351681882,description
wetap.org,regular,2351681882,source
working,wetap,2351681882,status
bench,regular,2368058684,amenity
Chase Swing,regular,2368058684,name
Bird watching platform with tripod mounts.,regular,2373909690,description
240,regular,2373909690,ele
viewpoint,regular,2373909690,tourism
tower,regular,2375445798,man_made
toilets,regular,2375445898,amenity
pitlatrine,toilets,2375445898,disposal
pole,regular,2381537399,power
pole,regular,2381537420,power
pole,regular,2381537430,power
tower,regular,2381547969,power
tower,regular,2381557756,power
tower,regular,2381557784,power
tower,regular,2381557813,power
tower,regular,2381579877,power
tower,regular,2381579887,power
tower,regular,2381579897,power
tower,regular,2381592885,power
turning_circle,regular,2393115803,highway
picnic_site,regular,2402089606,tourism
toilets,regular,2408124135,amenity
map,regular,2408124179,information
information,regular,2408124179,tourism
bicycle_parking,regular,2408177402,amenity
turning_circle,regular,2408211277,highway
Bing/TIGER 2012,regular,2421386108,source
Bing/TIGER 2012,regular,2421386118,source
Bing/TIGER 2012,regular,2421386129,source
Bing/TIGER 2012,regular,2421386139,source
Bing/TIGER 2012,regular,2421386149,source
Bing/TIGER 2012,regular,2421386159,source
Bing/TIGER 2012,regular,2421386169,source
Bing/TIGER 2012,regular,2421386179,source
Bing/TIGER 2012,regular,2421386189,source
Bing/TIGER 2012,regular,2421386199,source
Bing/TIGER 2012,regular,2421386219,source
Bing/TIGER 2012,regular,2421386248,source
toll_booth,regular,2423218507,barrier
toilets,regular,2423736528,amenity
bucket,toilets,2423736528,disposal
picnic_table,regular,2425638618,leisure
Just one table at this site.,regular,2425638618,note
picnic_site,regular,2425638618,tourism
traffic_signals,regular,2433504995,crossing
crossing,regular,2433504995,highway
Bing,regular,2433504995,source
turning_circle,regular,2446539344,highway
turning_circle,regular,2446539434,highway
stop,regular,2469023150,highway
crossing,regular,2469053778,highway
stop,regular,2469206667,highway
parking,regular,2473056906,amenity
surface,regular,2473056906,parking
pub,regular,2481944216,amenity
1851,regular,2481944216,historic
Smiley's Schooner Saloon,regular,2481944216,name
http://smileyssaloon.com,regular,2481944216,website
Americas Best Value Inn & Suites,regular,2517872530,name
motel,regular,2517872530,tourism
turning_circle,regular,2519303869,highway
yes,regular,2583215414,bus
stop_position,regular,2583215414,public_transport
give_way,regular,2583215672,highway
USGS Large Scale Imagery,regular,2583215672,source
crossing,regular,2583221438,highway
yes,regular,2587869142,building
yes,regular,2587869142,historic
bunker,regular,2587869142,military
Battery Wallace,regular,2587869142,name
uncontrolled,regular,2610922127,crossing
crossing,regular,2610922127,highway
fire_station,regular,2614020406,amenity
Woodacre Fire Station,regular,2614020406,name
http://www.marincounty.org/depts/fr/divisions/operations/stations/woodacre,regular,2614020406,website
uncontrolled,regular,2618728000,crossing
crossing,regular,2618728000,highway
Bing,regular,2618728000,source
needleleaved,regular,2619001538,leaf_type
tree,regular,2619001538,natural
Bing,regular,2619001538,source
uncontrolled,regular,2619086757,crossing
crossing,regular,2619086757,highway
Bing,regular,2619086757,source
tree,regular,2619089387,natural
Bing,regular,2619089387,source
picnic_table,regular,2675624626,leisure
fire_hydrant,regular,2675624648,emergency
picnic_table,regular,2678731639,leisure
fast_food,regular,2709406697,amenity
turning_circle,regular,2710445753,highway
turning_circle,regular,2742979087,highway
turning_circle,regular,2771811678,highway
sports_centre,regular,2780623802,leisure
soccer,regular,2780623802,sport
Sonoma,addr,2791843920,city
529,addr,2791843920,housenumber
95476,addr,2791843920,postcode
1st Street West,addr,2791843920,street
restaurant,regular,2791843920,amenity
pizza,regular,2791843920,cuisine
The Red Grape,regular,2791843920,name
11:30 am - 8:30 am,regular,2791843920,opening_hours
+1 707 996-4103,regular,2791843920,phone
outside,regular,2791843920,smoking
http://theredgrape.com/,regular,2791843920,website
yes,regular,2791843920,wheelchair
Sonoma,addr,2792010393,city
95476,addr,2792010393,postcode
swimming_pool,regular,2792010393,leisure
Chanterelle pool,regular,2792010393,name
Sonoma,addr,2793714859,city
95476,addr,2793714859,postcode
pharmacy,regular,2793714859,amenity
yes,regular,2793714859,atm
yes,regular,2793714859,dispensing
no,regular,2793714859,drive_through
no,regular,2793714859,internet_access
CVS,regular,2793714859,name
yes,regular,2793714859,wheelchair
Sonoma,addr,2793898368,city
95476,addr,2793898368,postcode
no,regular,2793898368,atm
no,regular,2793898368,internet_access
Watmaugh Strawberry Stand,regular,2793898368,name
greengrocer,regular,2793898368,shop
Sonoma,addr,2794869594,city
95476,addr,2794869594,postcode
Friedman's,regular,2794869594,name
doityourself,regular,2794869594,shop
Sonoma,addr,2796559975,city
95476,addr,2796559975,postcode
West Spain Street,addr,2796559975,street
college,regular,2796559975,amenity
Ramekins,regular,2796559975,name
Sonoma,addr,2797606669,city
95476,addr,2797606669,postcode
no,regular,2797606669,atm
Valley Wine Shack,regular,2797606669,name
wine,regular,2797606669,shop
Sonoma,addr,2799472901,city
95476,addr,2799472901,postcode
Broadway,addr,2799472901,street
Sonoma Leadership Systems,regular,2799472901,name
company,regular,2799472901,office
Sonoma,addr,2800272701,city
95476,addr,2800272701,postcode
place_of_worship,regular,2800272701,amenity
lutheran,regular,2800272701,denomination
Lutheran Faith Church,regular,2800272701,name
christian,regular,2800272701,religion
traffic_signals,regular,2807231342,highway
signal,regular,2807231342,traffic_signals
traffic_signals,regular,2807231412,highway
stop,regular,2807954364,highway
Sonoma,addr,2818862401,city
95476,addr,2818862401,postcode
toilets,regular,2818862401,amenity
stop,regular,2823082398,highway
stop,regular,2823825378,highway
USGS Large Scale Imagery,regular,2823825378,source
crossing,regular,2823825530,highway
sports_centre,regular,2834988087,leisure
en-er-gy Fitness Studio,regular,2834988087,name
+1 (707) 217-4584,regular,2834988087,phone
http://en-er-gy.com,regular,2834988087,website
Sonoma,addr,2835238775,city
440,addr,2835238775,housenumber
95476,addr,2835238775,postcode
5th Street West,addr,2835238775,street
sports_centre,regular,2835238775,leisure
SYNRG Fitness Training,regular,2835238775,name
+1 (707) 721-1948,regular,2835238775,phone
http://www.yelp.com/biz/synrg-fitness-training-sonoma,regular,2835238775,source
http://www.synrgfitnesstraining.com/,regular,2835238775,website
stop,regular,2838230206,highway
Two Amigos Wines,regular,2854407167,name
+1 (707) 799-7146,regular,2854407167,phone
alcohol,regular,2854407167,shop
http://www.yelp.com/biz/two-amigos-wines-sonoma,regular,2854407167,source
http://twoamigoswines.com,regular,2854407167,website
yes,regular,2854407167,wheelchair
stop,regular,2855836332,highway
Bryter Estates,regular,2858952947,name
+1 (707) 501-8757,regular,2858952947,phone
alcohol,regular,2858952947,shop
http://www.yelp.com/biz/bryter-estates-sonoma,regular,2858952947,source
http://bryter.com,regular,2858952947,website
yes,regular,2858952947,wheelchair
Petaluma,addr,2859278325,city
205,addr,2859278325,housenumber
94954,addr,2859278325,postcode
South McDowell Boulevard,addr,2859278325,street
restaurant,regular,2859278325,amenity
Ohana Hawaiian Barbecue,regular,2859278325,name
no,regular,2859278325,smoking
Sonoma,addr,2860633593,city
564,addr,2860633593,housenumber
95476,addr,2860633593,postcode
Broadway,addr,2860633593,street
Vintage Point Cellars,regular,2860633593,name
+1 (707) 939-6766,regular,2860633593,phone
alcohol,regular,2860633593,shop
http://www.yelp.com/biz/vintage-point-cellars-sonoma,regular,2860633593,source
http://www.vintagepoint.com/index.cfm,regular,2860633593,website
yes,regular,2860633593,wheelchair
Sonoma,addr,2861238052,city
1260,addr,2861238052,housenumber
95476,addr,2861238052,postcode
Broadway,addr,2861238052,street
sports_centre,regular,2861238052,leisure
Plaza Personal Training & Massage,regular,2861238052,name
+1 (707) 938-9545,regular,2861238052,phone
http://www.yelp.com/biz/plaza-personal-training-and-massage-sonoma,regular,2861238052,source
yes,regular,2861238052,wheelchair
Sonoma,addr,2861515202,city
parking,regular,2861515202,amenity
no,regular,2861515202,covered
no,regular,2861515202,fee
no,regular,2861515202,park_ride
surface,regular,2861515202,parking
asphalt,regular,2861515202,surface
Sonoma,addr,2875655082,city
772,addr,2875655082,housenumber
95476,addr,2875655082,postcode
West Napa Street,addr,2875655082,street
California Institute of Massage & Spa Services - Sonoma Massage,regular,2875655082,name
+1 (707) 939-9431,regular,2875655082,phone
http://www.yelp.com/biz/california-institute-of-massage-and-spa-services-sonoma-massage-sonoma,regular,2875655082,source
calmassage.com,regular,2875655082,website
yes,regular,2875655082,wheelchair
36,addr,2876985560,housenumber
Knob Hill Road,addr,2876985560,street
Bar Or Ranch,regular,2876985560,name
stop,regular,2878409343,highway
stop,regular,2881857888,highway
50,addr,2881878211,housenumber
Lorraine Avenue,addr,2881878211,street
Gallery Route One,regular,2882780805,name
11683,addr,2882780815,housenumber
Shoreline Highway,addr,2882780815,street
12010,addr,2882780825,housenumber
Shoreline Highway,addr,2882780825,street
21,addr,2882780835,housenumber
Mesa Road,addr,2882780835,street
330,addr,2882780845,housenumber
Mesa Road,addr,2882780845,street
Into the Blue,regular,2882780855,name
toys,regular,2882780855,shop
stop,regular,2882795464,highway
traffic_signals,regular,2882811742,highway
traffic_signals,regular,2882811752,highway
bench,regular,2882871798,amenity
Sonoma,addr,2882941726,city
772,addr,2882941726,housenumber
95476,addr,2882941726,postcode
West Napa Street,addr,2882941726,street
Healing Tree of Sonoma,regular,2882941726,name
